case_id,dispute_amount,days_overdue,buyer_type,sector,state,has_agreement,agreed_credit_days,buyer_gst_compliant,invoice_count,interest_amount,cross_state,settlement_probability,recovery_percentage,resolution_days
NS-ML-00220,69391.6,68,Private Ltd,Manufacturing,Gujarat,True,45,True,2,5551.33,False,0.6521,86.46,70.86
NS-ML-00221,178586.9,165,Proprietorship,Services,Gujarat,True,45,False,1,14286.95,False,0.6191,71.64,84.51
NS-ML-00222,41660.67,143,Proprietorship,Manufacturing,Uttar Pradesh,True,45,True,2,3332.85,False,0.6753,73.05,123.48
NS-ML-00223,293876.52,57,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,3,23510.12,False,0.6716,80.73,108.19
NS-ML-00224,110413.02,87,Private Ltd,Manufacturing,Maharashtra,False,0,False,1,8833.04,False,0.6771,67.33,76.26
NS-ML-00225,719453.88,124,PSU,Services,Maharashtra,True,45,True,2,57556.31,True,0.83,96.38,91.74
NS-ML-00226,429918.11,388,Proprietorship,Manufacturing,Delhi,False,0,False,4,34393.45,False,0.6415,49.58,85.25
NS-ML-00227,98162.16,96,Private Ltd,Manufacturing,Karnataka,True,45,True,3,7852.97,True,0.825,85.07,95.7
NS-ML-00228,710171.22,63,Private Ltd,Manufacturing,Delhi,True,45,True,1,56813.7,False,0.7261,92.9,90.06
NS-ML-00229,295133.93,69,Proprietorship,Manufacturing,Gujarat,True,45,True,5,23610.71,False,0.5588,69.01,64.65
NS-ML-00230,33332.49,169,Private Ltd,Services,Gujarat,True,45,True,5,2666.6,True,0.7846,88.32,79.85
NS-ML-00231,1364747.93,112,Private Ltd,Services,Delhi,True,45,True,5,109179.83,False,0.7492,98.12,106.69
NS-ML-00232,43336.27,106,Proprietorship,Manufacturing,Tamil Nadu,True,45,True,5,3466.9,True,0.6648,70.52,110.5
NS-ML-00233,42950.89,136,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,5,3436.07,False,0.7752,94.64,119.92
NS-ML-00234,344999.5,158,Private Ltd,Manufacturing,Gujarat,True,45,True,1,27599.96,False,0.7231,80.37,65.72
NS-ML-00235,596064.33,118,Private Ltd,Services,Gujarat,True,45,True,4,47685.15,False,0.8261,72.13,80.0
NS-ML-00236,300001.95,73,PSU,Manufacturing,Uttar Pradesh,True,45,True,1,24000.16,False,0.886,100.0,98.03
NS-ML-00237,174705.84,190,State Govt,Manufacturing,Uttar Pradesh,True,45,False,3,13976.47,False,0.8645,95.52,110.8
NS-ML-00238,2404541.49,88,Private Ltd,Manufacturing,Karnataka,True,45,True,1,192363.32,False,0.7064,99.17,97.88
NS-ML-00239,185322.43,207,State Govt,Services,Uttar Pradesh,False,0,True,4,14825.79,False,0.7944,83.33,121.09
NS-ML-00240,632769.0,245,Private Ltd,Manufacturing,Uttar Pradesh,False,0,False,3,50621.52,True,0.6335,65.71,125.11
NS-ML-00241,811471.94,108,Private Ltd,Services,Tamil Nadu,True,45,True,3,64917.76,False,0.7219,86.07,80.34
NS-ML-00242,59849.91,77,Proprietorship,Manufacturing,Maharashtra,False,0,True,1,4787.99,False,0.4826,58.7,78.11
NS-ML-00243,73052.47,123,PSU,Manufacturing,Tamil Nadu,True,45,True,2,5844.2,False,0.9073,100.0,114.93
NS-ML-00244,341453.97,130,PSU,Manufacturing,Tamil Nadu,True,45,True,5,27316.32,False,0.7615,98.95,116.32
NS-ML-00245,103674.27,44,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,1,8293.94,False,0.6408,83.92,79.78
NS-ML-00246,896876.14,112,Proprietorship,Services,Gujarat,True,45,True,1,71750.09,False,0.711,75.99,77.9
NS-ML-00247,2082421.45,104,Private Ltd,Services,Maharashtra,False,0,True,4,166593.72,False,0.6218,58.24,86.93
NS-ML-00248,227906.62,54,Private Ltd,Services,Gujarat,False,0,True,1,18232.53,False,0.6502,78.21,92.07
NS-ML-00249,154437.32,65,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,2,12354.99,False,0.7375,83.96,129.27
NS-ML-00250,276333.8,320,Central Govt,Manufacturing,Gujarat,False,0,True,2,22106.7,False,0.7307,75.74,119.97
NS-ML-00251,326018.57,102,Private Ltd,Services,Gujarat,False,0,True,4,26081.49,False,0.6209,69.04,73.7
NS-ML-00252,256493.65,101,Private Ltd,Manufacturing,Karnataka,False,0,True,1,20519.49,False,0.7487,71.52,79.61
NS-ML-00253,398466.56,33,PSU,Manufacturing,Delhi,True,45,False,2,31877.33,True,0.8871,100.0,142.84
NS-ML-00254,1682696.01,52,Proprietorship,Manufacturing,Uttar Pradesh,False,0,False,2,134615.68,False,0.5612,51.4,110.25
NS-ML-00255,2753103.98,96,Private Ltd,Manufacturing,Maharashtra,False,0,True,3,220248.32,False,0.6526,72.32,95.99
NS-ML-00256,4086354.02,205,Private Ltd,Manufacturing,Delhi,True,45,False,1,326908.32,True,0.6456,92.16,110.84
NS-ML-00257,910002.36,76,Private Ltd,Services,Delhi,True,45,True,2,72800.19,True,0.8244,83.38,111.92
NS-ML-00258,1754663.51,132,Private Ltd,Services,Uttar Pradesh,True,45,True,2,140373.08,True,0.6573,94.7,121.42
NS-ML-00259,78303.86,35,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,5,6264.31,True,0.5935,75.64,155.23
NS-ML-00260,270754.97,30,PSU,Services,Delhi,True,45,True,4,21660.4,False,0.8341,96.36,124.81
NS-ML-00261,179099.51,197,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,5,14327.96,False,0.8228,86.91,129.18
NS-ML-00262,435096.62,186,Private Ltd,Manufacturing,Karnataka,True,45,True,3,34807.73,False,0.8432,89.75,95.1
NS-ML-00263,295921.88,56,Private Ltd,Services,Gujarat,False,0,True,3,23673.75,False,0.6157,64.36,79.81
NS-ML-00264,523031.15,81,Private Ltd,Manufacturing,Delhi,False,0,True,5,41842.49,False,0.7721,66.74,64.92
NS-ML-00265,29614.35,315,PSU,Manufacturing,Karnataka,True,45,True,3,2369.15,False,0.8931,98.56,119.97
NS-ML-00266,143953.38,215,State Govt,Manufacturing,Delhi,False,0,True,5,11516.27,False,0.7725,78.11,110.85
NS-ML-00267,120966.59,186,Private Ltd,Services,Karnataka,True,45,True,3,9677.33,True,0.708,87.77,95.94
NS-ML-00268,96572.26,66,Proprietorship,Services,Maharashtra,True,45,True,1,7725.78,True,0.5933,72.1,98.28
NS-ML-00269,675220.54,104,Proprietorship,Manufacturing,Tamil Nadu,True,45,True,2,54017.64,False,0.5473,71.46,78.61
NS-ML-00270,525522.83,86,PSU,Manufacturing,Maharashtra,False,0,True,2,42041.83,False,0.7425,88.22,65.33
NS-ML-00271,405489.19,97,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,5,32439.14,False,0.827,87.14,128.73
NS-ML-00272,847470.5,85,Private Ltd,Manufacturing,Delhi,True,45,True,1,67797.64,False,0.7984,79.01,80.15
NS-ML-00273,774460.39,45,Private Ltd,Manufacturing,Maharashtra,True,45,True,3,61956.83,False,0.7822,79.67,86.69
NS-ML-00274,1115236.39,80,PSU,Services,Uttar Pradesh,True,45,True,1,89218.91,True,0.7527,95.27,109.99
NS-ML-00275,405233.61,127,Private Ltd,Manufacturing,Maharashtra,True,45,False,5,32418.69,False,0.8332,74.39,93.85
NS-ML-00276,841667.33,224,Private Ltd,Manufacturing,Karnataka,False,0,True,4,67333.39,False,0.6909,51.94,89.96
NS-ML-00277,182033.75,107,Private Ltd,Manufacturing,Delhi,True,45,True,3,14562.7,False,0.8193,83.6,78.69
NS-ML-00278,320840.57,138,Central Govt,Manufacturing,Tamil Nadu,True,45,False,1,25667.25,False,0.7857,100.0,128.06
NS-ML-00279,49668.54,83,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,3,3973.48,False,0.5845,64.92,138.99
NS-ML-00280,954144.54,66,Private Ltd,Manufacturing,Maharashtra,True,45,True,3,76331.56,False,0.7369,88.01,86.12
NS-ML-00281,788326.69,95,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,5,63066.14,False,0.6245,62.15,85.03
NS-ML-00282,504809.5,48,PSU,Services,Delhi,True,45,True,4,40384.76,False,0.7715,100.0,118.13
NS-ML-00283,141988.98,157,Proprietorship,Manufacturing,Uttar Pradesh,True,45,True,1,11359.12,True,0.6378,77.41,128.3
NS-ML-00284,848399.64,78,Private Ltd,Services,Uttar Pradesh,False,0,True,2,67871.97,False,0.6454,64.31,99.03
NS-ML-00285,541177.26,149,Private Ltd,Services,Uttar Pradesh,True,45,True,2,43294.18,False,0.6859,90.28,121.44
NS-ML-00286,210810.9,49,Private Ltd,Manufacturing,Karnataka,False,0,False,3,16864.87,True,0.6879,77.32,92.61
NS-ML-00287,363242.56,107,Private Ltd,Services,Delhi,True,45,True,1,29059.4,False,0.7942,88.52,70.09
NS-ML-00288,551237.1,60,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,1,44098.97,True,0.7513,86.76,115.46
NS-ML-00289,162121.45,234,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,4,12969.72,False,0.5116,53.7,114.15
NS-ML-00290,1141405.44,92,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,3,91312.44,False,0.6946,80.01,97.74
NS-ML-00291,1324375.55,110,PSU,Manufacturing,Tamil Nadu,True,45,True,2,105950.04,False,0.6603,100.0,148.04
NS-ML-00292,77362.12,104,Central Govt,Manufacturing,Karnataka,True,45,True,1,6188.97,False,0.816,98.1,104.81
NS-ML-00293,1444508.11,39,PSU,Manufacturing,Delhi,False,0,False,1,115560.65,False,0.5778,91.96,171.46
NS-ML-00294,41115.66,105,State Govt,Manufacturing,Karnataka,True,45,False,2,3289.25,False,0.9361,100.0,125.52
NS-ML-00295,208047.28,76,Central Govt,Manufacturing,Karnataka,False,0,False,5,16643.78,False,0.7643,79.26,115.7
NS-ML-00296,93933.78,52,Private Ltd,Manufacturing,Maharashtra,False,0,True,1,7514.7,True,0.5792,69.62,85.39
NS-ML-00297,275971.69,60,Proprietorship,Manufacturing,Karnataka,True,45,False,3,22077.74,False,0.5969,73.84,75.61
NS-ML-00298,163004.25,76,Private Ltd,Manufacturing,Delhi,True,45,True,5,13040.34,False,0.7037,77.61,74.41
NS-ML-00299,497594.53,53,Central Govt,Manufacturing,Gujarat,True,45,True,2,39807.56,False,0.8346,95.7,114.59
NS-ML-00300,3095493.72,54,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,1,247639.5,True,0.5295,76.68,119.33
NS-ML-00301,740674.29,31,PSU,Services,Uttar Pradesh,False,0,False,2,59253.94,False,0.6629,84.02,135.94
NS-ML-00302,233322.12,293,PSU,Services,Uttar Pradesh,True,45,True,2,18665.77,True,0.7815,100.0,105.56
NS-ML-00303,221228.78,153,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,2,17698.3,False,0.7353,81.16,126.28
NS-ML-00304,146892.49,127,Private Ltd,Services,Delhi,True,45,True,1,11751.4,False,0.7958,84.93,88.52
NS-ML-00305,124968.13,65,Private Ltd,Manufacturing,Delhi,True,45,True,1,9997.45,False,0.7253,88.22,79.8
NS-ML-00306,263099.46,129,PSU,Manufacturing,Uttar Pradesh,False,0,True,4,21047.96,False,0.7154,84.91,138.03
NS-ML-00307,60802.65,96,Private Ltd,Services,Uttar Pradesh,True,45,True,4,4864.21,True,0.7966,81.21,133.77
NS-ML-00308,1061349.11,93,Proprietorship,Services,Delhi,False,0,True,1,84907.93,True,0.5013,60.45,118.16
NS-ML-00309,141080.45,66,Private Ltd,Manufacturing,Delhi,True,45,True,1,11286.44,False,0.7175,88.95,93.89
NS-ML-00310,369941.18,101,Private Ltd,Services,Uttar Pradesh,True,45,True,4,29595.29,True,0.7331,81.63,94.29
NS-ML-00311,107116.77,120,Private Ltd,Manufacturing,Gujarat,True,45,True,1,8569.34,False,0.6801,79.12,80.02
NS-ML-00312,470441.75,116,Central Govt,Manufacturing,Maharashtra,True,45,True,1,37635.34,False,0.7441,100.0,63.54
NS-ML-00313,423777.81,93,State Govt,Manufacturing,Tamil Nadu,False,0,True,2,33902.23,False,0.5802,92.19,127.35
NS-ML-00314,219547.63,48,Proprietorship,Manufacturing,Maharashtra,True,45,False,2,17563.81,False,0.6138,81.56,65.73
NS-ML-00315,1148475.88,132,State Govt,Services,Uttar Pradesh,True,45,True,2,91878.07,False,0.738,100.0,122.63
NS-ML-00316,339798.98,62,Private Ltd,Services,Uttar Pradesh,True,45,False,1,27183.92,False,0.7661,83.9,102.2
NS-ML-00317,223321.26,141,Proprietorship,Manufacturing,Maharashtra,False,0,True,1,17865.7,True,0.487,60.87,72.26
NS-ML-00318,254070.47,140,Proprietorship,Manufacturing,Tamil Nadu,True,45,False,3,20325.64,False,0.6632,80.57,69.52
NS-ML-00319,276469.54,115,Private Ltd,Services,Gujarat,False,0,True,4,22117.56,False,0.7324,66.8,91.6
NS-ML-00320,79250.28,377,Private Ltd,Manufacturing,Maharashtra,True,45,True,5,6340.02,False,0.8081,74.22,66.7
NS-ML-00321,610372.87,322,Private Ltd,Services,Tamil Nadu,True,45,False,5,48829.83,True,0.6841,87.6,83.77
NS-ML-00322,146975.14,143,Private Ltd,Services,Karnataka,True,45,True,5,11758.01,False,0.6237,82.89,82.65
NS-ML-00323,686992.77,85,Private Ltd,Manufacturing,Maharashtra,False,0,True,4,54959.42,False,0.7623,71.98,79.03
NS-ML-00324,1337699.39,188,Proprietorship,Services,Gujarat,True,45,True,5,107015.95,False,0.4952,84.74,102.02
NS-ML-00325,305650.49,133,Private Ltd,Manufacturing,Maharashtra,True,45,True,5,24452.04,False,0.7895,85.28,75.55
NS-ML-00326,104575.14,121,Private Ltd,Services,Gujarat,True,45,False,1,8366.01,True,0.7341,90.05,105.68
NS-ML-00327,170743.39,102,PSU,Manufacturing,Uttar Pradesh,False,0,True,1,13659.47,True,0.7988,84.97,120.23
NS-ML-00328,178568.08,61,Proprietorship,Manufacturing,Maharashtra,True,45,True,5,14285.45,False,0.597,62.18,86.25
NS-ML-00329,167046.13,110,PSU,Manufacturing,Uttar Pradesh,True,45,True,5,13363.69,False,0.9133,88.09,131.29
NS-ML-00330,323016.99,120,State Govt,Manufacturing,Gujarat,False,0,False,2,25841.36,False,0.6857,87.2,133.7
NS-ML-00331,154605.63,91,Proprietorship,Manufacturing,Karnataka,True,45,False,3,12368.45,True,0.681,77.23,90.94
NS-ML-00332,77349.26,96,Proprietorship,Services,Karnataka,True,45,False,4,6187.94,True,0.6213,72.15,97.85
NS-ML-00333,124225.67,122,Central Govt,Manufacturing,Maharashtra,False,0,True,2,9938.05,True,0.6929,90.17,98.89
NS-ML-00334,865641.27,90,PSU,Manufacturing,Karnataka,True,45,False,1,69251.3,False,0.7472,96.64,137.88
NS-ML-00335,385004.3,162,Proprietorship,Manufacturing,Delhi,True,45,True,3,30800.34,True,0.5695,70.62,111.79
NS-ML-00336,176018.05,92,Proprietorship,Manufacturing,Delhi,True,45,True,2,14081.44,False,0.701,67.4,81.32
NS-ML-00337,312439.83,121,Central Govt,Services,Delhi,True,45,True,1,24995.19,False,0.8451,100.0,129.61
NS-ML-00338,407203.83,194,Private Ltd,Manufacturing,Gujarat,True,45,True,4,32576.31,False,0.6942,75.83,71.31
NS-ML-00339,158255.36,53,PSU,Manufacturing,Tamil Nadu,False,0,False,3,12660.43,True,0.7421,92.5,159.26
NS-ML-00340,2502375.98,38,PSU,Manufacturing,Uttar Pradesh,True,45,True,1,200190.08,False,0.8354,100.0,103.57
NS-ML-00341,405766.31,47,Private Ltd,Services,Tamil Nadu,True,45,True,4,32461.3,False,0.6427,68.92,80.71
NS-ML-00342,239498.12,76,Private Ltd,Services,Gujarat,True,45,True,3,19159.85,True,0.7729,87.41,100.2
NS-ML-00343,182499.38,111,Central Govt,Manufacturing,Uttar Pradesh,False,0,True,2,14599.95,True,0.709,80.8,101.07
NS-ML-00344,586838.09,113,PSU,Manufacturing,Maharashtra,False,0,False,2,46947.05,False,0.7295,85.61,65.74
NS-ML-00345,486064.64,155,State Govt,Services,Karnataka,True,45,True,2,38885.17,False,0.7729,100.0,118.51
NS-ML-00346,937007.58,61,Private Ltd,Services,Uttar Pradesh,True,45,True,5,74960.61,False,0.924,85.01,126.23
NS-ML-00347,268544.04,87,Private Ltd,Services,Maharashtra,False,0,True,1,21483.52,False,0.6583,75.46,95.82
NS-ML-00348,102328.71,60,PSU,Manufacturing,Uttar Pradesh,True,45,True,1,8186.3,False,0.7848,100.0,121.02
NS-ML-00349,89643.78,234,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,5,7171.5,True,0.534,64.41,125.01
NS-ML-00350,84184.14,186,Private Ltd,Services,Delhi,False,0,True,1,6734.73,False,0.6988,65.81,100.26
NS-ML-00351,546049.17,68,PSU,Manufacturing,Gujarat,False,0,False,1,43683.93,False,0.8048,88.75,125.3
NS-ML-00352,522047.94,32,Private Ltd,Manufacturing,Maharashtra,True,45,True,1,41763.84,False,0.7514,85.09,94.99
NS-ML-00353,1473090.17,169,Private Ltd,Manufacturing,Maharashtra,False,0,True,3,117847.21,False,0.6061,74.13,72.88
NS-ML-00354,265626.2,31,State Govt,Manufacturing,Uttar Pradesh,True,45,True,4,21250.1,False,0.8203,99.8,108.1
NS-ML-00355,773606.82,31,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,2,61888.55,False,0.7866,80.1,119.68
NS-ML-00356,658033.86,299,Proprietorship,Manufacturing,Tamil Nadu,True,45,True,3,52642.71,False,0.7641,71.55,86.23
NS-ML-00357,481185.5,259,State Govt,Manufacturing,Delhi,False,0,True,3,38494.84,True,0.753,89.11,119.34
NS-ML-00358,225060.37,67,Proprietorship,Services,Delhi,True,45,True,1,18004.83,True,0.6836,71.91,93.95
NS-ML-00359,312615.39,52,Private Ltd,Services,Delhi,True,45,True,1,25009.23,True,0.7049,87.69,91.9
NS-ML-00360,1336545.36,83,Private Ltd,Services,Maharashtra,False,0,True,3,106923.63,True,0.5746,70.63,79.58
NS-ML-00361,62429.34,65,State Govt,Manufacturing,Maharashtra,True,45,True,5,4994.35,True,0.8227,97.58,82.18
NS-ML-00362,152357.52,200,PSU,Services,Karnataka,True,45,False,2,12188.6,False,0.7476,91.36,117.11
NS-ML-00363,1735577.19,116,Proprietorship,Manufacturing,Karnataka,True,45,False,3,138846.18,False,0.639,72.2,108.66
NS-ML-00364,88362.4,67,PSU,Manufacturing,Uttar Pradesh,True,45,False,1,7068.99,False,0.8147,93.65,137.96
NS-ML-00365,337418.32,121,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,4,26993.47,False,0.651,57.85,108.02
NS-ML-00366,25000.0,98,Proprietorship,Manufacturing,Gujarat,False,0,True,3,2000.0,False,0.557,52.99,85.07
NS-ML-00367,144349.92,339,Private Ltd,Services,Tamil Nadu,True,45,False,4,11547.99,False,0.7571,82.87,70.25
NS-ML-00368,290228.73,88,PSU,Manufacturing,Uttar Pradesh,True,45,False,3,23218.3,False,0.7367,100.0,146.8
NS-ML-00369,620562.18,108,Private Ltd,Manufacturing,Delhi,True,45,True,5,49644.97,False,0.7365,86.11,73.11
NS-ML-00370,269344.85,87,PSU,Manufacturing,Uttar Pradesh,False,0,False,5,21547.59,False,0.7312,96.35,137.41
NS-ML-00371,2304611.51,212,Private Ltd,Services,Uttar Pradesh,True,45,False,4,184368.92,False,0.6966,82.87,115.18
NS-ML-00372,517523.2,320,Proprietorship,Services,Maharashtra,True,45,False,4,41401.86,True,0.6072,72.59,86.93
NS-ML-00373,571277.01,30,Private Ltd,Services,Tamil Nadu,True,45,True,1,45702.16,False,0.7981,86.83,89.68
NS-ML-00374,212219.69,113,PSU,Manufacturing,Uttar Pradesh,False,0,True,4,16977.57,False,0.6988,76.86,138.24
NS-ML-00375,445886.19,82,Private Ltd,Services,Gujarat,True,45,True,3,35670.89,False,0.8414,92.02,83.96
NS-ML-00376,350987.38,327,Proprietorship,Manufacturing,Delhi,True,45,True,5,28078.99,False,0.6457,74.07,91.99
NS-ML-00377,167114.31,89,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,3,13369.15,False,0.7045,72.56,121.27
NS-ML-00378,224072.24,94,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,5,17925.78,False,0.7627,66.17,82.03
NS-ML-00379,633318.97,49,Private Ltd,Manufacturing,Gujarat,False,0,True,5,50665.52,True,0.5704,88.25,109.17
NS-ML-00380,118443.11,200,Private Ltd,Manufacturing,Delhi,True,45,True,1,9475.45,False,0.7383,79.34,73.44
NS-ML-00381,165584.25,62,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,1,13246.74,False,0.7109,81.23,136.75
NS-ML-00382,515063.79,140,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,5,41205.1,True,0.652,83.89,103.52
NS-ML-00383,81148.85,134,Private Ltd,Manufacturing,Uttar Pradesh,False,0,False,5,6491.91,True,0.7908,64.57,148.28
NS-ML-00384,195362.82,135,Private Ltd,Services,Maharashtra,True,45,True,2,15629.03,True,0.7547,88.15,72.72
NS-ML-00385,212168.1,165,PSU,Manufacturing,Uttar Pradesh,True,45,False,3,16973.45,False,0.7206,96.43,121.69
NS-ML-00386,336712.55,206,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,5,26937.0,False,0.5234,67.81,116.32
NS-ML-00387,166630.11,161,PSU,Manufacturing,Maharashtra,True,45,True,2,13330.41,False,0.8898,97.51,87.14
NS-ML-00388,337352.36,171,Proprietorship,Manufacturing,Gujarat,True,45,True,1,26988.19,False,0.5821,83.3,94.24
NS-ML-00389,1172548.15,42,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,1,93803.85,False,0.6761,72.39,129.67
NS-ML-00390,948559.91,155,Private Ltd,Services,Gujarat,False,0,True,1,75884.79,True,0.6833,74.57,105.19
NS-ML-00391,352986.91,58,State Govt,Manufacturing,Uttar Pradesh,True,45,True,5,28238.95,False,0.8489,91.19,112.78
NS-ML-00392,475588.57,92,State Govt,Manufacturing,Delhi,True,45,True,1,38047.09,False,0.7555,100.0,120.89
NS-ML-00393,48595.74,100,Private Ltd,Manufacturing,Karnataka,True,45,True,2,3887.66,False,0.7785,89.02,67.69
NS-ML-00394,446739.91,102,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,3,35739.19,False,0.6591,76.62,140.48
NS-ML-00395,346461.83,120,Private Ltd,Services,Tamil Nadu,True,45,False,3,27716.95,False,0.7465,88.75,87.39
NS-ML-00396,300683.67,81,Central Govt,Services,Karnataka,True,45,True,3,24054.69,False,0.8468,95.47,121.47
NS-ML-00397,487036.12,87,PSU,Manufacturing,Karnataka,True,45,False,1,38962.89,False,0.76,100.0,122.92
NS-ML-00398,393145.97,188,Private Ltd,Services,Maharashtra,False,0,False,3,31451.68,False,0.8066,67.74,65.7
NS-ML-00399,295519.16,42,Private Ltd,Services,Karnataka,True,45,False,4,23641.53,False,0.7677,80.16,74.55
NS-ML-00400,1397804.52,129,Private Ltd,Services,Delhi,True,45,True,3,111824.36,False,0.6726,89.25,103.48
NS-ML-00401,852692.95,91,Proprietorship,Services,Gujarat,True,45,True,3,68215.44,False,0.662,68.54,71.63
NS-ML-00402,940307.62,256,Private Ltd,Services,Gujarat,False,0,False,4,75224.61,True,0.6597,63.22,100.69
NS-ML-00403,202485.74,116,State Govt,Manufacturing,Karnataka,True,45,True,2,16198.86,False,0.8557,100.0,138.6
NS-ML-00404,381724.27,99,State Govt,Services,Maharashtra,True,45,True,4,30537.94,False,0.8718,97.41,57.12
NS-ML-00405,143053.48,95,PSU,Services,Uttar Pradesh,False,0,True,4,11444.28,False,0.7727,76.04,108.01
NS-ML-00406,1360517.89,61,Private Ltd,Services,Maharashtra,True,45,True,5,108841.43,True,0.6954,99.89,83.48
NS-ML-00407,1256011.88,100,Private Ltd,Services,Uttar Pradesh,False,0,True,1,100480.95,True,0.5512,77.18,112.21
NS-ML-00408,192824.39,84,PSU,Services,Delhi,False,0,False,3,15425.95,True,0.7396,85.57,132.47
NS-ML-00409,112524.42,90,Private Ltd,Manufacturing,Gujarat,False,0,False,2,9001.95,False,0.7368,65.53,82.6
NS-ML-00410,252241.86,35,Private Ltd,Manufacturing,Delhi,False,0,True,3,20179.35,True,0.6917,74.28,105.44
NS-ML-00411,519553.41,186,State Govt,Services,Tamil Nadu,False,0,True,3,41564.27,False,0.7908,84.56,120.97
NS-ML-00412,190315.59,90,PSU,Manufacturing,Delhi,True,45,True,4,15225.25,False,0.797,98.86,118.82
NS-ML-00413,246711.08,35,PSU,Manufacturing,Karnataka,True,45,True,4,19736.89,False,0.798,100.0,110.89
NS-ML-00414,1249832.54,89,Private Ltd,Services,Karnataka,True,45,True,3,99986.6,False,0.6348,95.25,107.6
